Date,Revenue,Cost_of_revenue,Gross_profit,Operating_expenses,Research_and_development,Sales__General_and_administrative,Other_operating_expenses,Total_operating_expenses,Operating_income,Interest_Expense,Other_income__expense_,Income_before_taxes,Provision_for_income_taxes,Net_income_from_continuing_operations,Net_income,Net_income_available_to_common_shareholders,Earnings_per_share,Weighted_average_shares_outstanding,EBITDA,Symbol,Close,Ytd_close,OneDayMomentum,Dummy
2013-06-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-06-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-07-31,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-08-31,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-09-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-10-31,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-11-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2013-12-31,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-09,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-10,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-11,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-12,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-13,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-14,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-15,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-16,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-17,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-18,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-19,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-20,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-21,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-22,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-23,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-24,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-25,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-26,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-27,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-28,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-29,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-30,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-01-31,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-01,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-02,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-03,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-04,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-05,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-06,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-07,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
2014-02-08,,,,,,,,,,,,,,,,,,,,8342,0.68,0.68,0.0,False
